gene bact1 bact2 bact3 body1 body2 body3
ScZCZ4B_39887.g13325 285 210 280 587 500 529
ScZCZ4B_39887.g13326 137 97 110 349 218 264
ScZCZ4B_39887.g13327 0 3 0 2 8 2
ScZCZ4B_39887.g13328 1 0 4 5 4 9
ScZCZ4B_39887.g13329 111 111 118 207 170 199
ScZCZ4B_39887.g13330 3 2 5 14 8 8
ScZCZ4B_39887.g13331 150 101 148 93 74 88
ScZCZ4B_39887.g13332 11 8 16 20 19 34
ScZCZ4B_39887.g13333 0 0 0 0 0 0
ScZCZ4B_39887.g13334 326 273 350 745 736 780
ScZCZ4B_39887.g13335 3 4 4 21 24 35
ScZCZ4B_39887.g13336 4 0 1 6 2 13
ScZCZ4B_39887.g13337 0 0 0 0 0 0
ScZCZ4B_39887.g13338 0 1 0 4 0 1
ScZCZ4B_39887.g13339 0 0 0 0 0 0
ScZCZ4B_39887.g13340 13 9 14 14 14 25
ScZCZ4B_39887.g13341 26 10 18 20 24 36
ScZCZ4B_39887.g13342 50 52 83 214 234 186
ScZCZ4B_39887.g13343 11 2 3 178 97 66
ScZCZ4B_39887.g13344 4 1 3 35 11 23
ScZCZ4B_39887.g13345 14 4 7 301 213 211
ScZCZ4B_39887.g13346 0 0 0 3 0 2
ScZCZ4B_39887.g13347 0 0 0 0 0 0
ScZCZ4B_39887.g13348 0 0 0 1 0 0
ScZCZ4B_39887.g13349 0 0 0 0 1 0
ScZCZ4B_39887.g13350 0 0 0 19 8 28
ScZCZ4B_39887.g13351 0 0 0 0 0 1
ScZCZ4B_39887.g13352 0 0 0 0 0 0
ScZCZ4B_39887.g13353 0 0 0 0 2 1
ScZCZ4B_39887.g13354 0 0 0 3 6 3
ScZCZ4B_39887.g13355 0 0 0 2 1 4
ScZCZ4B_39887.g13356 222 237 301 168 186 218
ScZCZ4B_39887.g13357 12 5 22 17 26 18
ScZCZ4B_39887.g13358 1 2 5 29 35 52
ScZCZ4B_39887.g13359 3 1 2 13 11 7
ScZCZ4B_39887.g13360 26 20 23 37 30 35
ScZCZ4B_39887.g13361 65 56 88 116 168 221
ScZCZ4B_39887.g13362 2 4 5 5 3 4
ScZCZ4B_39887.g13363 5 1 4 10 6 3
ScZCZ4B_39887.g13364 85 62 98 187 133 156
ScZCZ4B_39887.g13365 22 19 28 50 80 82
ScZCZ4B_39887.g13366 258 281 329 314 349 374
ScZCZ4B_39887.g13367 119 121 138 133 126 114
ScZCZ4B_39887.g13368 148 118 207 336 400 462
ScZCZ4B_39887.g13369 0 0 0 0 0 0
ScZCZ4B_39887.g13370 682 549 784 104 44 79
ScZCZ4B_39887.g13371 25 30 38 80 76 91
ScZCZ4B_39887.g13372 255 263 281 723 612 711
ScZCZ4B_39887.g13373 594 555 727 101 63 83
ScZCZ4B_39887.g13374 44 35 41 42 45 61
ScZCZ4B_39887.g13375 99 97 130 219 245 172
ScZCZ4B_39887.g13376 238 269 363 658 642 523
ScZCZ4B_39887.g13377 14 17 33 44 35 39
ScZCZ4B_39887.g13378 303 244 263 221 190 194
ScZCZ4B_39887.g13379 2 4 5 3 1 2
ScZCZ4B_39887.g13380 0 0 0 1 2 0
ScZCZ4B_39887.g13381 401 304 472 973 766 920
ScZCZ4B_39887.g13382 27 26 27 105 137 122
ScZCZ4B_39887.g13383 6 2 6 45 79 31
ScZCZ4B_39887.g13384 21 19 35 29 68 54
ScZCZ4B_39887.g13385 12 7 46 27 19 21
ScZCZ4B_39887.g13386 348 396 499 275 230 297
ScZCZ4B_39887.g13387 166 154 165 263 291 286
ScZCZ4B_39887.g13388 1718 1617 2479 833 799 958
ScZCZ4B_39887.g13389 4 5 5 9 11 13
ScZCZ4B_39887.g13390 79 120 117 151 159 160
ScZCZ4B_39887.g13391 19 11 22 18 30 30
ScZCZ4B_39887.g13392 17 16 27 63 38 46
ScZCZ4B_39887.g13393 122 109 219 147 110 173
ScZCZ4B_39887.g13394 14 3 17 2 2 4
ScZCZ4B_39887.g13395 1 0 1 1 2 2
ScZCZ4B_39887.g13396 0 0 1 0 0 0
ScZCZ4B_39887.g13397 18 8 15 32 46 66
ScZCZ4B_39887.g13398 1 4 1 8 11 10
ScZCZ4B_39887.g13399 0 2 0 8 4 15
ScZCZ4B_39887.g13400 14 6 9 41 34 26
ScZCZ4B_39887.g13401 213 173 212 517 510 429
ScZCZ4B_39887.g13402 46 37 36 30 39 33
ScZCZ4B_39887.g13403 7 8 12 6 21 9
ScZCZ4B_39887.g13404 287 293 325 448 398 406
ScZCZ4B_39887.g13405 83 83 138 96 74 99
ScZCZ4B_39887.g13406 13 11 16 10 16 20
ScZCZ4B_39887.g13407 6 2 5 5 3 31
ScZCZ4B_39887.g13408 14 11 10 113 139 96
ScZCZ4B_39887.g13409 0 0 0 0 1 0
ScZCZ4B_39887.g13410 0 0 0 2 0 4
ScZCZ4B_39887.g13411 0 0 0 0 0 0
ScZCZ4B_39887.g13412 0 0 0 0 0 1
ScZCZ4B_39887.g13413 191 173 190 221 190 253
ScZCZ4B_39887.g13414 500 424 580 386 378 387
ScZCZ4B_39887.g13415 413 402 598 971 790 1035
ScZCZ4B_39887.g13416 83 97 79 335 419 373
ScZCZ4B_39887.g13417 0 0 1 23 24 48
ScZCZ4B_39887.g13418 9 2 11 24 20 30
ScZCZ4B_39887.g13419 23 14 24 34 22 20
ScZCZ4B_39887.g13420 77 97 75 109 84 89
ScZCZ4B_39887.g13421 111 151 247 37 27 28
ScZCZ4B_39887.g13422 1 0 6 3 1 3
ScZCZ4B_39887.g13423 187 188 248 254 284 293
ScZCZ4B_39887.g13424 730 646 703 263 264 246
ScZCZ4B_39887.g13425 50 42 43 18 35 30
ScZCZ4B_39887.g13426 9 5 5 42 66 88
ScZCZ4B_39887.g13427 4 9 12 34 25 32
ScZCZ4B_39887.g13428 0 1 0 21 14 66
ScZCZ4B_39887.g13429 2 1 4 7 19 22
ScZCZ4B_39887.g13430 0 0 0 0 0 0
ScZCZ4B_39887.g13431 0 0 0 0 0 0
ScZCZ4B_39887.g13432 0 0 0 59 27 133
ScZCZ4B_39887.g13433 0 0 0 0 0 0
ScZCZ4B_39887.g13434 30 18 28 274 257 214
ScZCZ4B_39887.g13435 179 93 204 1922 1612 1450
ScZCZ4B_39887.g13436 5 26 23 79 66 90
ScZCZ4B_39887.g13437 1 0 0 3 0 7
ScZCZ4B_39887.g13438 107 96 94 162 168 207
ScZCZ4B_39887.g13439 1 0 1 6 1 8
ScZCZ4B_39887.g13440 8 4 4 10 3 3
ScZCZ4B_39887.g13441 14 18 24 34 25 23
ScZCZ4B_39887.g13442 1 1 4 7 7 5
ScZCZ4B_39887.g13443 11 1 9 35 30 35
ScZCZ4B_39887.g13444 1 0 0 17 5 15
ScZCZ4B_39887.g13445 54 46 52 280 183 236
ScZCZ4B_39887.g13446 155 153 206 145 160 171
ScZCZ4B_39887.g13447 97 83 119 116 116 98
ScZCZ4B_39887.g13448 100 63 82 248 147 221
ScZCZ4B_39887.g13449 25 10 16 409 337 318
ScZCZ4B_39887.g13450 0 0 3 6 7 14
ScZCZ4B_39887.g13451 1555 1613 1946 2476 2220 2452
ScZCZ4B_39887.g13452 522 523 701 657 667 776
ScZCZ4B_39887.g13453 98 112 131 205 211 220
ScZCZ4B_39887.g13454 894 824 814 14 11 14
ScZCZ4B_39887.g13455 24 18 19 105 118 85
ScZCZ4B_39887.g13456 69 71 96 139 155 191
ScZCZ4B_39887.g13457 107 89 153 277 256 284
ScZCZ4B_39887.g13458 409 361 544 1059 1067 1142
ScZCZ4B_39887.g13459 0 2 1 42 10 26
ScZCZ4B_39887.g13460 240 149 361 3042 2116 2629
ScZCZ4B_39887.g13461 33 19 42 45 55 80
ScZCZ4B_39887.g13462 29 23 39 101 95 109
ScZCZ4B_39887.g13463 28 10 38 123 75 119
ScZCZ4B_39887.g13464 142 99 113 169 148 179
ScZCZ4B_39887.g13465 284 269 429 480 490 668
ScZCZ4B_39887.g13466 5 4 5 84 61 86
ScZCZ4B_39887.g13467 16 20 22 52 42 54
ScZCZ4B_39887.g13468 58 67 67 115 179 185
ScZCZ4B_39887.g13469 330 298 439 826 719 852
ScZCZ4B_39887.g13470 3 2 9 16 14 25
ScZCZ4B_39887.g13471 7 5 7 306 437 434
ScZCZ4B_39887.g13472 16 13 40 168 126 136
ScZCZ4B_39887.g13473 0 2 1 16 33 23
ScZCZ4B_39887.g13474 24 14 34 196 165 160
ScZCZ4B_39887.g13475 12 16 16 19 25 19
ScZCZ4B_39887.g13476 1 0 2 32 29 31
ScZCZ4B_39887.g13477 132 116 181 250 230 294
ScZCZ4B_39887.g13478 0 0 0 0 0 0
ScZCZ4B_39887.g13479 0 1 1 3 2 5
ScZCZ4B_39887.g13480 6 6 10 33 38 45
ScZCZ4B_39887.g13481 41 74 79 286 447 341
ScZCZ4B_39887.g13482 0 0 0 1 0 1
ScZCZ4B_39887.g13483 0 0 0 2 1 1
ScZCZ4B_39887.g13484 12 0 0 534 383 429
ScZCZ4B_39887.g13485 1 0 0 571 322 271
ScZCZ4B_39887.g13486 5 2 6 372 316 370
ScZCZ4B_39887.g13487 8 2 4 2288 1529 1636
ScZCZ4B_39887.g13488 3 0 1 942 423 373
ScZCZ4B_39887.g13489 0 0 0 12 3 2
ScZCZ4B_39887.g13490 7 9 7 2 1 4
ScZCZ4B_39887.g13491 283 256 319 306 307 317
ScZCZ4B_39887.g13492 35 27 25 82 82 85
ScZCZ4B_39887.g13493 306 279 402 670 554 643
ScZCZ4B_39887.g13494 50 50 64 87 108 104
ScZCZ4B_39887.g13495 55 52 78 219 182 229
ScZCZ4B_39887.g13496 66 53 67 174 192 209
ScZCZ4B_39887.g13497 270 304 447 723 752 777
ScZCZ4B_39887.g13498 1316 826 1739 15601 11378 12557
ScZCZ4B_39887.g13499 4 4 9 10 15 19
ScZCZ4B_39887.g13500 41 38 49 124 94 93
ScZCZ4B_39887.g13501 0 2 0 5 4 8
ScZCZ4B_39887.g13502 7 3 9 81 88 119
ScZCZ4B_39887.g13503 1 3 2 6 12 10
ScZCZ4B_39887.g13504 0 0 0 2 1 1
ScZCZ4B_39887.g13505 42 41 45 78 66 85
ScZCZ4B_39887.g13506 38 45 40 74 80 103
ScZCZ4B_39887.g13507 22 20 32 211 203 269
ScZCZ4B_39887.g13508 1 1 1 408 148 74
ScZCZ4B_39887.g13509 4 5 4 135 84 75
ScZCZ4B_39887.g13510 0 0 0 24 27 66
ScZCZ4B_39887.g13511 0 1 0 4 5 1
ScZCZ4B_39887.g13512 0 0 0 0 0 0
ScZCZ4B_39887.g13513 84 66 88 216 205 194
ScZCZ4B_39887.g13514 83 74 133 297 357 315
ScZCZ4B_39887.g13515 3 3 1 6 2 2
ScZCZ4B_39887.g13516 87 76 115 332 294 290
ScZCZ4B_39887.g13517 119 88 145 238 202 265
ScZCZ4B_39887.g13518 3 1 3 85 33 69
ScZCZ4B_39887.g13519 211 196 252 344 281 388
ScZCZ4B_39887.g13520 0 1 1 0 1 0
ScZCZ4B_39887.g13521 0 0 0 0 0 0
ScZCZ4B_39887.g13522 0 0 0 0 1 1
ScZCZ4B_39887.g13523 2048 1952 2385 197 205 243
ScZCZ4B_39887.g13524 0 0 0 0 0 0
ScZCZ4B_39887.g13525 3207 2820 3931 289 252 328
ScZCZ4B_39887.g13526 81 98 117 168 141 101
ScZCZ4B_39887.g13527 18 23 36 168 158 268
ScZCZ4B_39887.g13528 73 62 108 102 100 133
ScZCZ4B_39887.g13529 38 24 62 27 28 38
ScZCZ4B_39887.g13530 44 45 85 69 67 64
ScZCZ4B_39887.g13531 0 0 0 0 0 0
ScZCZ4B_39887.g13532 0 0 0 16 12 48
ScZCZ4B_39887.g13533 2 7 0 45 17 101
ScZCZ4B_39887.g13534 1 1 1 5 3 0
ScZCZ4B_39887.g13535 9 2 2 140 99 74
ScZCZ4B_39887.g13536 0 0 0 0 0 1
ScZCZ4B_39887.g13537 1 0 0 1 0 2
ScZCZ4B_39887.g13538 0 1 0 1 0 0
ScZCZ4B_39887.g13539 0 1 0 2 3 3
ScZCZ4B_39887.g13540 0 0 0 0 0 1
ScZCZ4B_39887.g13541 0 0 0 0 0 0
ScZCZ4B_39887.g13542 55 46 42 112 80 81
ScZCZ4B_39887.g13543 190 146 226 408 324 353
ScZCZ4B_39887.g13544 60 34 40 59 55 65
ScZCZ4B_39887.g13545 28550 34247 38230 535 246 318
ScZCZ4B_39887.g13546 2814 2998 3481 34 17 19
ScZCZ4B_39887.g13547 3 7 5 1 1 2
ScZCZ4B_39887.g13548 1054 939 1101 20 7 10
ScZCZ4B_39887.g13549 4871 4236 4962 57 28 25
ScZCZ4B_39887.g13550 318 259 346 4 1 2
ScZCZ4B_39887.g13551 433 393 479 2 3 2
ScZCZ4B_39887.g13552 1 0 0 3 0 2
ScZCZ4B_39887.g13553 0 0 0 0 0 2
ScZCZ4B_39887.g13554 30 38 59 62 63 84
ScZCZ4B_39887.g13555 25 40 43 59 78 98
ScZCZ4B_39887.g13556 86 101 147 98 95 111
ScZCZ4B_39887.g13557 209 169 309 2446 1972 2629
ScZCZ4B_39887.g13558 1 1 4 19 22 25
ScZCZ4B_39887.g13559 73 68 144 1037 794 1106
ScZCZ4B_39887.g13560 28 19 28 167 150 162
ScZCZ4B_39887.g13561 4 3 8 99 77 101
ScZCZ4B_39887.g13562 77 62 125 1369 1256 1356
ScZCZ4B_39887.g13563 2 1 0 115 98 255
ScZCZ4B_39887.g13564 0 0 0 3 3 6
ScZCZ4B_39887.g13565 428 396 568 1205 1344 1401
ScZCZ4B_39887.g13566 1201 932 1325 2205 2413 2481
ScZCZ4B_39887.g13567 39 30 51 33 29 34
ScZCZ4B_39887.g13568 66 75 70 92 99 88
ScZCZ4B_39887.g13569 4 2 1 24 17 29
ScZCZ4B_39887.g13570 0 0 0 1 0 0
ScZCZ4B_39887.g13571 47 55 72 90 90 84
ScZCZ4B_39887.g13572 0 0 0 12 4 12
ScZCZ4B_39887.g13573 3 2 5 12 31 20
ScZCZ4B_39887.g13574 4 5 1 34 50 24
ScZCZ4B_39887.g13575 122 76 159 309 217 208
ScZCZ4B_39887.g13576 107 83 140 497 372 428
ScZCZ4B_39887.g13577 50 3 30 3270 1965 2185
ScZCZ4B_39887.g13578 17 22 33 28 38 42
ScZCZ4B_39887.g13579 229 198 290 282 283 257
ScZCZ4B_39887.g13580 16 10 14 97 83 128
ScZCZ4B_39887.g13581 10 13 37 55 48 64
ScZCZ4B_39887.g13582 65 46 56 300 232 244
ScZCZ4B_39887.g13583 3 11 9 10 12 12
ScZCZ4B_39887.g13584 53 31 30 31 34 48
ScZCZ4B_39887.g13585 159 135 188 276 268 284
ScZCZ4B_39887.g13586 371 337 449 398 242 318
ScZCZ4B_39887.g13587 116 102 153 105 82 86
ScZCZ4B_39887.g13588 0 3 4 4 3 1
ScZCZ4B_39887.g13589 233 184 275 287 288 349
ScZCZ4B_39887.g13590 395 399 495 368 366 398
ScZCZ4B_39887.g13591 0 3 0 3 1 0
ScZCZ4B_39887.g13592 4 0 1 39 14 23
ScZCZ4B_39887.g13593 0 0 2 22 31 31
ScZCZ4B_39887.g13594 502 529 669 106 80 98
ScZCZ4B_39887.g13595 218 204 222 92 87 92
ScZCZ4B_39887.g13596 924 951 1345 2123 1955 2397
ScZCZ4B_39887.g13597 754 741 1058 1625 1362 1553
ScZCZ4B_39887.g13598 58 65 70 130 141 127
ScZCZ4B_39887.g13599 126 139 180 243 234 258
ScZCZ4B_39887.g13600 155 132 186 316 345 427
ScZCZ4B_39887.g13601 4 3 5 9 3 3
ScZCZ4B_39887.g13602 0 0 0 0 1 0
ScZCZ4B_39887.g13603 4 0 2 41 38 58
ScZCZ4B_39887.g13604 50 58 52 54 71 71
ScZCZ4B_39887.g13605 1438 1501 1970 7353 7140 7497
ScZCZ4B_39887.g13606 431 391 581 322 376 383
ScZCZ4B_39887.g13607 265 277 353 216 171 221
ScZCZ4B_39887.g13608 0 1 0 0 1 2
ScZCZ4B_39887.g13609 0 0 0 5 3 7
ScZCZ4B_39887.g13610 0 0 0 4 8 10
ScZCZ4B_39887.g13611 2007 1765 2430 3304 2678 3176
ScZCZ4B_39887.g13612 137 120 149 275 269 343
ScZCZ4B_39887.g13613 29 19 32 60 82 66
ScZCZ4B_39887.g13614 233 263 316 404 412 409
ScZCZ4B_39887.g13615 91 107 127 184 155 151
ScZCZ4B_39887.g13616 0 0 1 1 0 3
ScZCZ4B_39887.g13617 1 0 0 2 0 2
ScZCZ4B_39887.g13618 0 0 1 1 2 1
ScZCZ4B_39887.g13619 0 0 3 10 15 17
ScZCZ4B_39887.g13620 59 56 62 171 155 180
ScZCZ4B_39887.g13621 0 0 0 1 5 3
ScZCZ4B_39887.g13622 3 0 3 2 10 7
ScZCZ4B_39887.g13623 0 0 0 2 3 1
ScZCZ4B_39887.g13624 3 1 1 5 12 12
ScZCZ4B_39887.g13625 0 0 0 0 0 0
ScZCZ4B_39887.g13626 2 0 0 2 1 0
ScZCZ4B_39887.g13627 0 0 0 7 15 16
ScZCZ4B_39887.g13628 0 0 0 0 0 0
ScZCZ4B_39887.g13629 1366 1225 1792 1423 1229 1344
ScZCZ4B_39887.g13630 30 23 50 45 60 70
ScZCZ4B_39887.g13631 1 0 0 1 0 3
ScZCZ4B_39887.g13632 42 50 54 98 111 99
ScZCZ4B_39887.g13633 9 60 73 116 66 165
ScZCZ4B_39887.g13634 0 0 0 5 6 4
ScZCZ4B_39887.g13635 0 0 0 0 0 0
ScZCZ4B_39887.g13636 0 0 1 1 0 0
ScZCZ4B_39887.g13637 0 0 0 0 0 0
ScZCZ4B_39887.g13638 0 0 0 4 3 1
ScZCZ4B_39887.g13639 54 32 68 123 130 131
ScZCZ4B_39887.g13640 110 106 141 203 260 289
ScZCZ4B_39887.g13641 176 154 184 300 300 320
ScZCZ4B_39887.g13642 13 12 28 24 15 15
ScZCZ4B_39887.g13643 157 190 231 205 191 214
ScZCZ4B_39887.g13644 102 89 82 260 211 247
ScZCZ4B_39887.g13645 1004 924 1168 1204 1098 1015
ScZCZ4B_39887.g13646 137 122 194 305 223 287
ScZCZ4B_39887.g13647 9 1 3 81 49 59
ScZCZ4B_39887.g13648 0 0 1 3 1 11
ScZCZ4B_39887.g13649 4 2 2 3 7 1
ScZCZ4B_39887.g13650 93 77 86 116 124 143
ScZCZ4B_39887.g13651 601 644 798 557 499 498
ScZCZ4B_39887.g13652 141 206 225 89 109 85
ScZCZ4B_39887.g13653 327 288 456 603 673 802
ScZCZ4B_39887.g13654 310 308 444 425 405 502
ScZCZ4B_39887.g13655 22 16 22 96 102 99
ScZCZ4B_39887.g13656 62 68 103 135 135 138
ScZCZ4B_39887.g13657 31 22 55 146 125 215
ScZCZ4B_39887.g13658 133 89 193 379 347 495
ScZCZ4B_39887.g13659 151 183 213 336 307 327
ScZCZ4B_39887.g13660 0 0 0 0 0 0
ScZCZ4B_39887.g13661 152 127 221 134 148 174
ScZCZ4B_39887.g13662 244 236 301 373 466 553
ScZCZ4B_39887.g13663 3 2 2 1 6 4
ScZCZ4B_39887.g13664 0 0 0 0 0 0
ScZCZ4B_39887.g13665 0 0 0 0 0 0
ScZCZ4B_39887.g13666 4 1 2 4 7 4
ScZCZ4B_39887.g13667 15 12 25 34 26 46
ScZCZ4B_39887.g13668 1 0 2 6 5 3
ScZCZ4B_39887.g13669 55 46 63 121 157 158
ScZCZ4B_39887.g13670 9 11 22 18 19 27
ScZCZ4B_39887.g13671 341 279 449 513 480 563
ScZCZ4B_39887.g13672 11 17 17 46 45 38
ScZCZ4B_39887.g13673 182 145 239 388 476 517
ScZCZ4B_39887.g13674 0 0 0 5 3 7
ScZCZ4B_39887.g13675 141 113 174 165 154 182
ScZCZ4B_39887.g13676 3661 3083 5371 50 15 17
ScZCZ4B_39887.g13677 15 3 15 5 6 10
ScZCZ4B_39887.g13678 2 2 4 10 9 59
ScZCZ4B_39887.g13679 12 14 15 13 11 25
ScZCZ4B_39887.g13680 0 0 0 0 0 2
ScZCZ4B_39887.g13681 6 5 7 76 75 63
ScZCZ4B_39887.g13682 0 1 1 27 15 60
ScZCZ4B_39887.g13683 0 0 0 0 0 0
ScZCZ4B_39887.g13684 0 0 0 28 29 21
ScZCZ4B_39887.g13685 2 2 3 4 2 4
ScZCZ4B_39887.g13686 141 127 158 43 60 78
ScZCZ4B_39887.g13687 391 298 398 51 58 81
ScZCZ4B_39887.g13688 0 0 1 10 6 12
ScZCZ4B_39887.g13689 0 0 7 0 0 1
ScZCZ4B_39887.g13690 0 0 1 0 0 2
ScZCZ4B_39887.g13691 521 415 701 283 192 249
ScZCZ4B_39887.g13692 45 4 5 69 39 87
ScZCZ4B_39887.g13693 159 136 208 338 379 395
ScZCZ4B_39887.g13694 14 9 17 21 35 43
ScZCZ4B_39887.g13695 157 179 208 190 254 264
ScZCZ4B_39887.g13696 84 74 126 140 118 115
ScZCZ4B_39887.g13697 6 73 31 142 150 134
ScZCZ4B_39887.g13698 1 4 3 14 17 15
ScZCZ4B_39887.g13699 50 52 51 208 220 246
ScZCZ4B_39887.g13700 5 2 11 252 229 256
ScZCZ4B_39887.g13701 0 1 0 9 6 6
ScZCZ4B_39887.g13702 0 0 0 0 0 0
ScZCZ4B_39887.g13703 0 0 1 4 7 6
ScZCZ4B_39887.g13704 0 0 0 0 0 0
ScZCZ4B_39887.g13705 1 0 0 21 35 40
ScZCZ4B_39887.g13706 0 0 0 0 0 0
ScZCZ4B_39887.g13707 111 105 157 163 223 219
ScZCZ4B_39887.g13708 98 127 160 215 226 198
ScZCZ4B_39887.g13709 97 67 112 286 235 250
ScZCZ4B_39887.g13710 74 102 101 143 172 140
ScZCZ4B_39887.g13711 1 0 0 2 0 0
ScZCZ4B_39887.g13712 19 30 26 72 49 60
ScZCZ4B_39887.g13713 58 49 65 154 128 163
ScZCZ4B_39887.g13714 10 6 20 207 197 148
ScZCZ4B_39887.g13715 6 10 15 40 36 35
ScZCZ4B_39887.g13716 164 105 163 247 194 272
ScZCZ4B_39887.g13717 681 499 355 1409 902 625
ScZCZ4B_39887.g13718 272 178 409 558 475 851
ScZCZ4B_39887.g13719 8 1 8 106 107 101
ScZCZ4B_39887.g13720 69 98 94 131 172 145
ScZCZ4B_39887.g13721 208 191 285 453 393 429
ScZCZ4B_39887.g13722 2 1 3 62 42 57
ScZCZ4B_39887.g13723 0 0 0 10 5 7
ScZCZ4B_39887.g13724 71 68 108 91 80 101
ScZCZ4B_39887.g13725 155 197 258 167 176 204
ScZCZ4B_39887.g13726 34 25 60 57 39 27
ScZCZ4B_39887.g13727 6 1 4 8 12 5
ScZCZ4B_39887.g13728 32 26 66 106 89 131
ScZCZ4B_39887.g13729 431 412 661 1080 980 1166
ScZCZ4B_39887.g13730 270 142 248 378 247 330
ScZCZ4B_39887.g13731 54 34 47 144 122 141
ScZCZ4B_39887.g13732 25 7 15 34 37 42
ScZCZ4B_39887.g13733 320 64 778 1046 884 941
ScZCZ4B_39887.g13734 0 0 0 19 12 15
ScZCZ4B_39887.g13735 0 0 0 1 0 1
ScZCZ4B_39887.g13736 0 0 0 0 0 0
ScZCZ4B_39887.g13737 8 1 4 203 87 90
ScZCZ4B_39887.g13738 4 2 2 10 6 3
ScZCZ4B_39887.g13739 1 0 0 8 5 13
ScZCZ4B_39887.g13740 0 0 0 10 4 14
ScZCZ4B_39887.g13741 6 1 1 6 6 2
ScZCZ4B_39887.g13742 16 3 3 330 238 232
ScZCZ4B_39887.g13743 147 155 170 105 95 94
ScZCZ4B_39887.g13744 109 109 114 68 38 34
ScZCZ4B_39887.g13745 99 71 128 42 66 76
ScZCZ4B_39887.g13746 89 120 155 212 201 223
ScZCZ4B_39887.g13747 48 34 39 29 37 38
ScZCZ4B_39887.g13748 595 598 789 782 784 786
ScZCZ4B_39887.g13749 46 50 56 355 330 404
ScZCZ4B_39887.g13750 0 0 0 5 3 7
ScZCZ4B_39887.g13751 0 2 2 9 16 6
ScZCZ4B_39887.g13752 50 35 41 397 308 267
ScZCZ4B_39887.g13753 45 38 40 155 133 164
ScZCZ4B_39887.g13754 41 64 69 92 107 113
ScZCZ4B_39887.g13755 68 68 109 130 104 105
ScZCZ4B_39887.g13756 245 250 323 526 475 472
ScZCZ4B_39887.g13757 1 0 0 11 8 11
ScZCZ4B_39887.g13758 0 0 0 0 0 0
ScZCZ4B_39887.g13759 0 0 0 1 0 1
ScZCZ4B_39887.g13760 4 0 0 16 7 15
ScZCZ4B_39887.g13761 0 0 0 0 0 0
ScZCZ4B_39887.g13762 1 1 0 557 301 332
ScZCZ4B_39887.g13763 11 5 11 53 26 27
ScZCZ4B_39887.g13764 0 0 0 18 6 45
ScZCZ4B_39887.g13765 21 26 29 81 71 55
ScZCZ4B_39887.g13766 2 0 1 5 3 4
ScZCZ4B_39887.g13767 0 1 2 4 7 1
ScZCZ4B_39887.g13768 0 0 0 0 0 1
ScZCZ4B_39887.g13769 0 0 0 0 0 5
ScZCZ4B_39887.g13770 0 1 1 36 4 12
ScZCZ4B_39887.g13771 1 0 0 9 4 7
ScZCZ4B_39887.g13772 248 261 400 225 197 190
ScZCZ4B_39887.g13773 1 1 9 49 30 128
ScZCZ4B_39887.g13774 36 30 34 54 35 43
ScZCZ4B_39887.g13775 1 0 1 6 4 4
ScZCZ4B_39887.g13776 5 9 20 82 91 61
ScZCZ4B_39887.g13777 93 112 154 181 197 203
ScZCZ4B_39887.g13778 11 8 11 10 10 11
ScZCZ4B_39887.g13779 54 12 50 610 361 412
ScZCZ4B_39887.g13780 0 0 0 1 0 2
ScZCZ4B_39887.g13781 0 0 0 0 1 1
ScZCZ4B_39887.g13782 0 0 0 0 0 0
ScZCZ4B_39887.g13783 0 0 1 32 30 103
ScZCZ4B_39887.g13784 19 11 20 47 75 54
ScZCZ4B_39887.g13785 0 0 0 1 0 0
ScZCZ4B_39887.g13786 0 0 0 0 0 1
ScZCZ4B_39887.g13787 36 15 29 52 19 35
ScZCZ4B_39887.g13788 0 0 1 0 0 0
ScZCZ4B_39887.g13789 0 0 0 0 2 0
ScZCZ4B_39887.g13790 0 0 0 0 0 0
ScZCZ4B_39887.g13791 0 0 0 0 0 0
ScZCZ4B_39887.g13792 0 0 0 0 0 2
ScZCZ4B_39887.g13793 23 26 34 161 305 257
ScZCZ4B_39887.g13794 38 26 75 10 14 17
ScZCZ4B_39887.g13795 938 686 915 3202 2588 2332
ScZCZ4B_39887.g13796 218 171 196 358 439 404
ScZCZ4B_39887.g13797 31 12 21 91 100 91
ScZCZ4B_39887.g13798 116 100 146 157 159 159
ScZCZ4B_39887.g13799 0 0 0 7 5 16
ScZCZ4B_39887.g13800 0 0 0 6 14 6
ScZCZ4B_39887.g13801 0 0 0 5 3 2
ScZCZ4B_39887.g13802 1 0 0 2 3 0
ScZCZ4B_39887.g13803 0 0 0 5 3 4
ScZCZ4B_39887.g13804 2 0 1 1 0 0
ScZCZ4B_39887.g13805 13 12 12 141 226 203
ScZCZ4B_39887.g13806 113 142 183 116 120 158
ScZCZ4B_39887.g13807 64 69 95 36 40 22
ScZCZ4B_39887.g13808 24 28 47 81 85 102
ScZCZ4B_39887.g13809 0 0 0 1 0 1
ScZCZ4B_39887.g13810 0 0 0 0 0 1
ScZCZ4B_39887.g13811 198 226 204 123 56 88
ScZCZ4B_39887.g13812 0 1 0 0 3 1
ScZCZ4B_39887.g13813 103 80 111 169 181 203
ScZCZ4B_39887.g13814 0 0 6 14 7 17
ScZCZ4B_39887.g13815 178 173 278 150 89 106
ScZCZ4B_39887.g13816 5 5 6 26 20 38
ScZCZ4B_39887.g13817 92 97 136 147 191 145
ScZCZ4B_39887.g13818 59 52 80 73 58 71
ScZCZ4B_39887.g13819 0 2 6 29 33 70
